fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference
101,602960,Barotrauma,2023-03-13,"Action, Indie, Simulation, Strategy","Co-op, Multiplayer, Moddable, Difficult, Survival, Gore, Survival Horror, Management",1749,17.49,$15-19.99,8,67000,"1,000,000 - 2,000,000",1500000,0.7335,83.34,80.6,high,1,0
102,312210,The Fifth Day,2014-07-25,"Action, Adventure, Early Access, Indie","Co-op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Massively Multiplayer, Survival, Crafting",1499,14.99,$10-14.99,4,938,"100,000 - 200,000",150000,-2.4656,83.28,63.75,medium,0,0
103,204340,Serious Sam 2,2012-01-31,"Action, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Difficult, Gore, Funny, FPS",999,9.99,$5-9.99,8,12080,"2,000,000 - 5,000,000",3500000,0.3358,83.22,78.45,high,0,0
104,1127460,Mod and Play,2020-04-20,"Indie, Massively Multiplayer","Co-op, Online Co-Op, Multiplayer, Moddable, Sandbox, Open World, Building, Massively Multiplayer",299,2.99,$0.01-4.99,5,1659,"100,000 - 200,000",150000,-1.9808,83.21,66.27,medium,0,0
105,1203370,Survival Classic,2021-01-22,"Action, Adventure, Indie, Massively Multiplayer, Simulation","Co-op, Multiplayer, Sandbox, Open World, Massively Multiplayer, Survival, Crafting, FPS",1299,12.99,$10-14.99,5,333,"0 - 20,000",10000,-3.2036,83.16,59.81,low,0,0
106,264710,Subnautica,,"Aventura, Indie","Multiplayer, Sandbox, Open World, Open World Survival Craft, Survival, Base Building, Crafting, Survival Horror",2999,29.99,$20-29.99,9,286125,"5,000,000 - 10,000,000",7500000,1.92,83.15,86.75,high,1,1
107,242760,The Forest,2018-04-30,"Action, Adventure, Indie, Simulation","Sandbox, Open World, Open World Survival Craft, Building, Survival, Crafting, Gore, Survival Horror",1999,19.99,$15-19.99,9,559659,"20,000,000 - 50,000,000",35000000,2.5306,83.09,89.93,high,1,1
108,244850,Space Engineers,2019-02-28,"Action, Indie, Simulation, Strategy","Co-op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival, Crafting",999,9.99,$5-9.99,8,126177,"2,000,000 - 5,000,000",3500000,1.1624,83.08,82.73,high,1,0
109,1733110,Of Life and Land,2024-04-02,"Early Access, Indie, Simulation, Strategy","Moddable, Sandbox, Open World, Building, Survival, Base Building, Replay Value, Colony Sim",2499,24.99,$20-29.99,8,182,"0 - 20,000",10000,-2.5635,83.08,63.14,low,0,0
110,251570,7 Days to Die,2024-07-25,"Action, Adventure, Indie, RPG, Simulation, Strategy","Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building",4499,44.99,$40+,8,341194,"10,000,000 - 20,000,000",15000000,1.8664,83.04,86.41,high,1,1
111,2682580,DUCKSIDE,2024-09-25,"Action, Early Access, Indie, Massively Multiplayer, Simulation","Co-op, Online Co-Op, Multiplayer, Open World, Open World Survival Craft, Massively Multiplayer, Survival, Base Building",1499,14.99,$10-14.99,6,1361,"100,000 - 200,000",150000,-1.7665,82.99,67.28,medium,0,0
112,1069640,This Land Is My Land,2021-10-20,"Action, Indie, RPG, Simulation","Multiplayer, Sandbox, Open World, Open World Survival Craft, Survival, Crafting, FPS, First-Person",2999,29.99,$20-29.99,5,4369,"200,000 - 500,000",350000,-1.4339,82.96,69.02,medium,0,0
113,274940,Depth,,"Action, Indie","Co-op, Online Co-Op, Multiplayer, Survival, Gore, Team-Based, Survival Horror, FPS",1999,19.99,$15-19.99,8,32666,"1,000,000 - 2,000,000",1500000,0.4804,82.9,79.05,high,1,0
114,306020,Bloons TD 5,2014-11-19,"Action, Strategy","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Sandbox, Difficult, Survival, Replay Value",999,9.99,$5-9.99,8,11234,"500,000 - 1,000,000",750000,-0.064,82.75,76.12,high,0,0
115,632300,Hobo: Tough Life,2021-04-12,"Adventure, Indie, RPG, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Survival, Base Building, Crafting",2999,29.99,$20-29.99,8,8163,"200,000 - 500,000",350000,-0.3617,82.62,74.49,high,0,0
116,2094600,Nowhere: Mysterious Artifacts,2023-08-17,"Action, Adventure, Early Access, Free To Play, Indie, Simulation","Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival, Crafting",0,0.0,free,4,276,"0 - 20,000",10000,-3.5536,82.6,57.69,low,0,0
117,975370,Dwarf Fortress,2022-12-06,"Indie, Simulation, Strategy","Moddable, Sandbox, Open World, Difficult, Building, Survival, Base Building, Crafting",2399,23.99,$20-29.99,9,26645,"2,000,000 - 5,000,000",3500000,0.8985,82.57,81.09,high,1,0
118,1963370,No One Survived,2023-01-14,"Adventure, Early Access, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Building, Survival, Crafting",1699,16.99,$15-19.99,5,6533,"200,000 - 500,000",350000,-1.2922,82.55,69.56,high,0,0
119,386880,Rake,2015-07-13,"Action, Adventure, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Open World, Survival, Gore, Funny, Survival Horror",499,4.99,$0.01-4.99,6,4328,"200,000 - 500,000",350000,-1.1532,82.42,70.22,medium,0,0
120,278970,Digger Online,2015-06-02,"Action, Adventure","Co-op, Multiplayer, Sandbox, Open World, Building, Survival, Crafting, First-Person",499,4.99,$0.01-4.99,5,18100,"200,000 - 500,000",350000,-0.9332,82.34,71.34,high,0,0
121,332500,GRAV,2015-01-08,"Action, Adventure, Early Access, Indie, RPG","Co-op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Massively Multiplayer, Survival, Base Building",1999,19.99,$15-19.99,5,6917,"500,000 - 1,000,000",750000,-1.0869,82.33,70.53,high,0,0
122,2141140,Rebirthing,,"Action, Adventure, Indie, Massively Multiplayer, RPG","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,82.3,41.15,low,0,0
123,1371580,Myth of Empires,2024-02-21,"Action, Adventure, Indie, Massively Multiplayer, RPG","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",2999,29.99,$20-29.99,5,16284,"200,000 - 500,000",350000,-0.9705,82.26,71.1,high,0,0
124,1094000,Survive on Raft,2019-07-05,"Indie, Simulation","Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building",999,9.99,$5-9.99,5,1085,"50,000 - 100,000",75000,-2.2987,82.23,64.11,medium,0,0
125,2825780,2D?!,2024-05-12,"Action, Adventure, Early Access, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",899,8.99,$5-9.99,0,5,"0 - 20,000",10000,-6.0399,82.21,44.42,low,0,0
126,1110910,Mortal Shell,,"Action, RPG","Co-op, Multiplayer, Open World, Difficult, Gore, Hack and Slash, Horror, Atmospheric",2999,29.99,$20-29.99,5,8115,"200,000 - 500,000",350000,-1.2158,82.21,69.79,high,0,0
127,1082450,Gold Hunter,2022-05-13,"Early Access, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Building, First-Person, Simulation",2499,24.99,$20-29.99,5,599,"50,000 - 100,000",75000,-2.5077,82.16,62.97,medium,0,0
128,2800450,Planetaries,2024-08-15,"Action, Adventure, Casual, Early Access, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",1999,19.99,$15-19.99,5,138,"20,000 - 50,000",35000,-3.2082,82.12,59.27,low,0,0
129,1798110,Drug Lord Simulator,,"Action, Adventure, Indie, Simulation","Co-op, Multiplayer, Sandbox, Open World, Building, Survival, Base Building, Crafting",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,82.0,41.0,low,0,0
130,2071280,Ravenswatch,2024-09-26,"Action, Adventure","Co-op, Online Co-Op, Multiplayer, Difficult, Replay Value, Hack and Slash, Atmospheric, Roguelite",2499,24.99,$20-29.99,6,11195,"200,000 - 500,000",350000,-0.8184,82.0,71.77,high,0,0
131,250340,Blockland,2013-12-16,"Action, Indie, Simulation","Co-op, Multiplayer, Moddable, Sandbox, Open World, Building, Funny, FPS",999,9.99,$5-9.99,6,5563,"500,000 - 1,000,000",750000,-0.8797,81.98,71.44,high,0,0
132,4000,Garry's Mod,2006-11-29,"Casual, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Moddable, Sandbox, Building, Funny, FPS",999,9.99,$5-9.99,9,1104711,"20,000,000 - 50,000,000",35000000,2.7702,81.86,90.57,high,1,1
133,429050,Feed and Grow: Fish,2016-01-08,"Action, Early Access, Indie, Simulation","Co-op, Great Soundtrack, Multiplayer, Sandbox, Open World, Survival, Funny, Simulation",1499,14.99,$10-14.99,6,17217,"500,000 - 1,000,000",750000,-0.4816,81.83,73.46,high,0,0
134,1878660,Ink and Paper: Wandering,2022-02-10,"Adventure, Early Access, Indie, Massively Multiplayer, RPG","Co-op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Difficult, Survival, Crafting",999,9.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,81.82,42.19,low,0,0
135,2981400,Middle Ages: Peasants & Knights,,"Action, Adventure, Indie, RPG, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,81.76,40.88,low,0,0
136,434570,Blood and Bacon,2016-02-01,"Action, Adventure, Casual","Co-op, Online Co-Op, Multiplayer, Memes, Survival, Gore, Funny, Survival Horror",99,0.99,$0.01-4.99,9,32855,"1,000,000 - 2,000,000",1500000,0.7665,81.73,79.97,high,1,0
137,839630,Survisland / 实境求生,2024-04-14,"Action, Adventure, Casual, Indie, RPG, Simulation","Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Difficult, Building, Survival",1499,14.99,$10-14.99,5,1510,"50,000 - 100,000",75000,-2.1823,81.67,64.44,medium,0,0
138,48700,Mount & Blade: Warband,2010-03-31,"Action, RPG","Multiplayer, Moddable, Sandbox, Open World, First-Person, Simulation, Hack and Slash, Military",1999,19.99,$15-19.99,9,163199,"5,000,000 - 10,000,000",7500000,1.7222,81.56,84.91,high,1,0
139,386590,Novus Inceptio,2015-10-05,"Adventure, Early Access, Indie, RPG, Simulation","Great Soundtrack, Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building, Crafting",1999,19.99,$15-19.99,5,1256,"20,000 - 50,000",35000,-2.4323,81.52,63.05,medium,0,0
140,544550,Stationeers,2017-12-12,"Action, Early Access, Indie, Simulation","Co-op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building",3499,34.99,$30-39.99,8,6557,"200,000 - 500,000",350000,-0.4388,81.48,73.51,high,0,0
141,2331530,Pirate Island,,"Adventure, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Base Building",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,81.45,40.73,low,0,0
142,280790,Creativerse,2017-05-08,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",1249,12.49,$10-14.99,6,31042,"1,000,000 - 2,000,000",1500000,-0.1056,81.44,75.24,high,0,0
143,758690,Occupy Mars: The Game,2023-05-10,"Action, Adventure, Early Access, Indie, Simulation","Co-op, Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building, Crafting",1624,16.24,$15-19.99,6,2146,"100,000 - 200,000",150000,-1.6062,81.44,67.35,medium,0,0
144,227180,Kingdom Wars,2013-04-01,"Free To Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Building, Massively Multiplayer, City Builder",0,0.0,free,5,2765,"500,000 - 1,000,000",750000,-1.41,81.43,68.38,medium,0,0
145,1127400,Mindustry,2019-09-26,Strategy,"Co-op, Online Co-Op, Multiplayer, Sandbox, Building, Survival, Base Building, Management",999,9.99,$5-9.99,9,20162,"500,000 - 1,000,000",750000,0.4261,81.4,78.02,high,0,0
146,555160,Pavlov,2017-02-27,"Action, Early Access, Indie","Co-op, Multiplayer, Memes, Gore, Team-Based, Funny, Competitive, FPS",2499,24.99,$20-29.99,8,38876,"1,000,000 - 2,000,000",1500000,0.5418,81.35,78.6,high,1,0
147,1631270,StarRupture,,"Action, Adventure, Early Access, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Survival, Base Building",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,81.3,40.65,low,0,0
148,2710040,Delverium,,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,81.27,40.63,low,0,0
149,656240,Heat,2020-06-25,"Action, Adventure, Indie, RPG, Simulation","Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Survival, Crafting, Gore",1999,19.99,$15-19.99,5,2935,"200,000 - 500,000",350000,-1.5741,81.22,67.41,medium,0,0
150,792300,The Beast Inside,2019-10-17,"Action, Adventure, Indie","Great Soundtrack, Multiplayer, Open World, Survival, Gore, Survival Horror, First-Person, Horror",2499,24.99,$20-29.99,8,10709,"500,000 - 1,000,000",750000,-0.0809,81.2,75.25,high,0,0
151,1128000,Cube World,2019-09-30,"Adventure, Indie, RPG","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Sandbox, Open World, Survival, Crafting",1999,19.99,$15-19.99,4,18448,"500,000 - 1,000,000",750000,-1.0254,81.19,70.28,high,0,0
152,706990,BLOCKPOST LEGACY,2019-04-25,"Action, Free To Play, Indie","Co-op, Online Co-Op, Multiplayer, Building, Massively Multiplayer, Survival, Gore, Funny",0,0.0,free,6,16544,"200,000 - 500,000",350000,-0.6808,81.18,72.09,high,0,0
153,503350,White Noise 2,2017-04-07,"Action, Adventure, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Survival, Replay Value, Team-Based, Funny, Survival Horror",999,9.99,$5-9.99,6,2837,"200,000 - 500,000",350000,-1.302,81.16,68.81,medium,0,0
154,248820,Risk of Rain (2013),2013-11-08,"Action, Indie, RPG","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Difficult, Survival, Local Co-Op, Replay Value",999,9.99,$5-9.99,8,29558,"1,000,000 - 2,000,000",1500000,0.4452,81.13,77.98,high,1,0
155,369080,Age of Survival,2015-08-25,"Action, Adventure, Early Access, Indie, Simulation","Multiplayer, Sandbox, Open World, Building, Survival, Base Building, Crafting, Survival Horror",1899,18.99,$15-19.99,2,242,"0 - 20,000",10000,-4.1677,81.1,53.71,low,0,0
156,531510,Just Shapes & Beats,2018-05-31,"Action, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Difficult, Local Co-Op, Funny, Fast-Paced",1299,12.99,$10-14.99,9,20326,"1,000,000 - 2,000,000",1500000,0.5973,81.06,78.75,high,1,0
157,41050,Serious Sam Classic: The First Encounter,2019-08-30,"Action, Indie","Co-op, Great Soundtrack, Multiplayer, Difficult, Local Co-Op, Gore, Funny, FPS",599,5.99,$5-9.99,9,3000,"200,000 - 500,000",350000,-0.4303,81.05,73.34,medium,0,0
158,41060,Serious Sam Classic: The Second Encounter,2019-08-30,"Action, Indie","Co-op, Great Soundtrack, Multiplayer, Difficult, Local Co-Op, Gore, Funny, FPS",599,5.99,$5-9.99,9,1764,"100,000 - 200,000",150000,-0.8231,81.05,71.27,medium,0,0
159,564310,Serious Sam Fusion 2017 (beta),,"Action, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Difficult, Local Co-Op, Gore, Funny",149,1.49,$0.01-4.99,8,4763,"200,000 - 500,000",350000,-0.5514,81.0,72.68,medium,0,0
160,1203620,Enshrouded,2024-01-24,"Action, Adventure, Early Access, RPG","Online Co-Op, Multiplayer, Sandbox, Open World, Building, Survival, Base Building, Crafting",2999,29.99,$20-29.99,8,55719,"2,000,000 - 5,000,000",3500000,0.8744,80.86,80.1,high,1,0
161,1617120,Good Heavens!,,"Adventure, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Difficult, Building",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,80.86,40.43,low,0,0
162,252610,Death Road to Canada,2016-07-21,"Action, Indie, RPG","Co-op, Great Soundtrack, Multiplayer, Difficult, Memes, Survival, Local Co-Op, Replay Value",1499,14.99,$10-14.99,8,8922,"200,000 - 500,000",350000,-0.3303,80.83,73.76,high,0,0
163,219640,Chivalry: Medieval Warfare,2012-10-16,"Action, Indie","Co-op, Multiplayer, Difficult, Gore, Team-Based, Competitive, FPS, First-Person",2499,24.99,$20-29.99,8,65678,"5,000,000 - 10,000,000",7500000,1.1175,80.82,81.36,high,1,0
164,518150,Intruder,2019-03-01,Early Access,"Co-op, Multiplayer, Team-Based, Funny, Competitive, FPS, First-Person, Simulation",1999,19.99,$15-19.99,8,6343,"500,000 - 1,000,000",750000,-0.2654,80.81,74.09,high,0,0
165,852880,Ficterra,2019-02-27,"Adventure, Early Access, Indie","Co-op, Online Co-Op, Multiplayer, Moddable, Sandbox, Open World Survival Craft, Building, Crafting",2499,24.99,$20-29.99,0,1,"0 - 20,000",10000,-6.427,80.75,41.66,low,0,0
166,2730860,FREELIFE,,"Action, Adventure, Early Access, Indie, Massively Multiplayer, RPG, Simulation","Co-op, Online Co-Op, Multiplayer, Moddable, Sandbox, Open World, Open World Survival Craft, Building",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,80.73,40.37,low,0,0
167,241540,State of Decay,2013-11-05,"Action, RPG, Simulation","Co-op, Multiplayer, Sandbox, Open World, Survival, Base Building, Survival Horror, Simulation",0,0.0,free,8,17556,"500,000 - 1,000,000",750000,0.0933,80.73,75.93,high,0,0
168,366220,Wurm Unlimited,2015-10-21,"Adventure, Indie, RPG","Co-op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Building, Massively Multiplayer, Survival",749,7.49,$5-9.99,6,3053,"200,000 - 500,000",350000,-1.2761,80.7,68.72,medium,0,0
169,1565660,S.P.A.T.,2021-08-27,"Action, Adventure, Early Access, Indie","Co-op, Online Co-Op, Multiplayer, Open World, Survival, Funny, Survival Horror, FPS",1199,11.99,$10-14.99,5,151,"50,000 - 100,000",75000,-2.9915,80.69,59.69,low,0,0
170,261550,Mount & Blade II: Bannerlord,2022-10-25,"Action, Indie, RPG, Simulation, Strategy","Great Soundtrack, Multiplayer, Moddable, Sandbox, Open World, First-Person, War, Simulation",4999,49.99,$40+,8,251742,"10,000,000 - 20,000,000",15000000,1.7593,80.68,84.67,high,1,0
171,219740,Don't Starve,2013-04-23,"Adventure, Indie, Simulation","Multiplayer, Moddable, Sandbox, Open World, Open World Survival Craft, Difficult, Survival, Crafting",999,9.99,$5-9.99,9,107747,"2,000,000 - 5,000,000",3500000,1.3908,80.64,82.71,high,1,0
172,960090,Bloons TD 6,2018-12-17,Strategy,"Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Sandbox, Difficult, Survival, Funny",1399,13.99,$10-14.99,9,331249,"2,000,000 - 5,000,000",3500000,1.7865,80.64,84.79,high,1,0
173,1940080,Rooted,,"Action, Adventure, Indie, Simulation, Strategy","Online Co-Op, Multiplayer, Sandbox, Open World, Open World Survival Craft, Survival, Base Building, Crafting",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,80.59,40.3,low,0,0
174,434730,Half Dead,2016-08-01,"Action, Adventure","Co-op, Online Co-Op, Multiplayer, Open World, Survival, Gore, Funny, First-Person",199,1.99,$0.01-4.99,6,3300,"200,000 - 500,000",350000,-1.2488,80.51,68.77,medium,0,0
175,280160,Aragami,2016-10-04,"Action, Adventure, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Open World, Gore, Blood, Atmospheric",1999,19.99,$15-19.99,8,12519,"500,000 - 1,000,000",750000,-0.0258,80.48,75.18,high,0,0
176,466560,Northgard,2018-03-07,"Adventure, Indie, Simulation, Strategy","Co-op, Multiplayer, Moddable, Building, Base Building, Colony Sim, Management, City Builder",2999,29.99,$20-29.99,8,60424,"2,000,000 - 5,000,000",3500000,0.903,80.45,80.05,high,1,0
177,498630,Red Planet: Survive,2017-09-14,"Action, Adventure, Early Access","Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building, Crafting, First-Person",1499,14.99,$10-14.99,3,48,"0 - 20,000",10000,-4.4479,80.37,51.88,low,0,0
